,name,year,rating,metascore,num_votes
789,Janam Janam Ke Phere: Alias Sati Anapurna,1957,5.7,,7.0
790,Champakali,1957,5.3,,7.0
791,Payal,1957,6.0,,7.0
792,Abhimaan,1957,6.7,,7.0
793,Naag Mani,1957,6.5,,6.0
794,Narsi Bhagat,1957,6.5,,6.0
795,Bada Bhai,1957,5.0,,6.0
796,Shahzaadi,1957,,,
797,Aadhi Roti,1957,,,
798,Bansari Bala,1957,,,
799,Beti,1957,,,
800,Hamara Haj,1957,,,
801,Jahazi Lutera,1957,,,
802,Maya Nagri,1957,,,
803,Mehfil,1957,,,
804,Pehli Mulaqat,1957,,,
805,Pak Daman,1957,,,
806,Sati Pariksha,1957,,,
807,Silver King,1957,,,
808,Perveen,1957,,,
809,Sakshi Gopal,1957,,,
810,Jai Ambe,1957,,,
811,Gypsy,1957,,,
812,Chamak Chandni,1957,,,
813,Sher-E-Baghdad,1957,,,
814,Shahi Bazar,1957,,,
815,Jeevan Saathi,1957,,,
816,Jannat,1957,,,
817,Coffee House,1957,,,
818,Shyam Ki Jogan,1957,,,
819,Samundar,1957,,,
820,Zamana,1957,,,
821,Ram Hanuman Yuddha,1957,,,
822,Mohini,1957,,,
823,Krishna Sudama,1957,,,
824,Chandi Pooja,1957,,,
825,Mera Salaam,1957,,,
826,Captain Kishore,1957,,,
827,Naag Padmani,1957,,,
828,Maharani,1957,,,
829,Begunah,1957,,,
830,Naya Zamana,1957,,,
831,Ram Lakshman,1957,,,
832,Alladdin Laila,1957,,,
833,Diler Daku,1957,,,
834,Garma Garam,1957,,,
835,Bade Sarkar,1957,,,
836,Duniya Rang Rangili,1957,,,
837,Alladdin Ka Chirag,1957,,,
838,Laxmi,1957,,,
839,Pawan Putra Hanuman,1957,,,
840,Naag Lok,1957,,,
841,Taj Poshi,1957,,,
842,Paisa,1957,,,
843,Miss Bombay,1957,,,
844,Kitna Badal Gaya Insaan,1957,,,
845,Chenghiz Khan,1957,,,
846,Qaidi,1957,,,
847,Bhakta Dhruva,1957,,,
848,Shesh Naag,1957,,,
849,Raja Vikram,1957,,,
850,Paristan,1957,,,
851,Laxmi Pooja,1957,,,
852,Khuda Ka Banda,1957,,,
853,Agra Road,1957,,,
854,Mumtaz Mahal,1957,,,
855,Sant Raghu,1957,,,
856,Aadhi Raat,1957,,,
857,Ustad,1957,,,
858,Chhote Babu,1957,,,
859,Talaash,1957,,,
860,Hazaar Pariyan,1957,,,
861,Patal Pari,1957,,,
862,Anjali,1957,,,
863,Yahudi Ki Ladki,1957,,,
864,Lal Batti,1957,,,
865,Jaani Dushman,1957,,,
866,Ek Jhalak,1957,,,
867,Chalti Ka Naam Gaadi,1958,8.0,,1332.0
868,Madhumati,1958,8.0,,1146.0
869,Kala Pani,1958,7.2,,254.0
870,Yahudi,1958,7.1,,188.0
871,Howrah Bridge,1958,7.0,,174.0
872,Bhookailas,1958,7.1,,138.0
873,Solva Saal,1958,7.0,,127.0
874,Phir Subha Hogi,1958,7.6,,71.0
875,12 O'Clock,1958,7.1,,57.0
876,Parvarish,1958,6.8,,55.0
877,Sadhna,1958,7.2,,54.0
878,Dilli Ka Thug,1958,6.9,,53.0
879,Indrani,1958,7.2,,51.0
880,Amar Deep,1958,6.4,,35.0
881,Phagun,1958,6.5,,34.0
882,Adalat,1958,6.9,,34.0
883,Sone Ki Chidiya,1958,5.9,,30.0
884,Lajwanti,1958,7.4,,29.0
885,Post Box 999,1958,6.0,,22.0
886,Maya Bazaar,1958,6.7,,20.0
887,School Master,1958,7.0,,19.0
888,Talaaq,1958,6.7,,19.0
889,Ghar Sansar,1958,6.7,,17.0
890,Sahara,1958,5.6,,17.0
891,Son of Sinbad,1958,2.4,,16.0
892,Detective,1958,6.4,,15.0
893,Samrat Chandragupt,1958,6.3,,14.0
894,Aakhri Dao,I) (1958,6.2,,14.0
895,Jailor,1958,6.0,,13.0
896,Khazanchi,1958,5.8,,13.0
897,Mujrim,1958,6.2,,12.0
898,Aji Bas Shukriya,1958,6.2,,11.0
899,Raagini,1958,6.1,,9.0
900,Panchayat,1958,6.2,,9.0
901,Do Phool,1958,6.0,,8.0
902,Chaalbaaz,1958,6.0,,8.0
903,Savera,1958,6.4,,8.0
904,Piya Milan,1958,4.6,,8.0
905,Zimbo,1958,5.3,,7.0
906,Khota Paisa,1958,4.7,,7.0
907,Sohni Mahiwal,1958,6.7,,7.0
908,Sitaron Se Aage,1958,5.9,,7.0
909,Mehndi,1958,5.3,,6.0
910,Devar Bhabhi,1958,6.5,,6.0
911,Police,I) (1958,5.8,,6.0
912,Zindagi Ya Toofan,1958,6.6,,5.0
913,Jisne Tera Naam Liya,1958,,,
914,Amar Samadhi,1958,,,
915,Mr. Qartoon M. A.,1958,,,
916,Miss Toofan Mail,1958,,,
917,Miss Punjab Mail,1958,,,
918,Mausi,1958,,,
919,Matwala,1958,,,
920,Kal Kya Hoga,1958,,,
921,Jungle Princess,1958,,,
922,Hum Bhi Kuchh Kum Nahin,1958,,,
923,Haria,1958,,,
924,Do Mastane,1958,,,
925,Chetak & Rana,1958,,,
926,Shikwa,1958,,,
927,Raja Beta,1958,,,
928,Piyaa,1958,,,
929,Kamini,1958,,,
930,Japani Gudiya,1958,,,
931,Insaf Kahan Hain,1958,,,
932,Light House,1958,,,
933,Bhola Shikar,1958,,,
934,Chalta Purza,1958,,,
935,Amar Pyar,1958,,,
936,Pehla Pehla Pyar,1958,,,
937,Princess Saba,1958,,,
938,Ram Bhakti,1958,,,
939,Rifle Girl,1958,,,
940,Sair-E-Paristan,1958,,,
941,Shan-E-Hatim,1958,,,
942,Teerth Yatra,1958,,,
943,Sim Sim Marjeena,1958,,,
944,Miss 58,1958,,,
945,Chandu,1958,,,
946,Daughter of Sindbad,1958,,,
947,Akash Pari,1958,,,
948,Night Club,1958,,,
949,Gaj Gauri,1958,,,
950,Taqdeer,1958,,,
951,Al Hilal,1958,,,
952,Pareeksha,1958,,,
953,Ram Bhakta Vibishan,1958,,,
954,Raj Pratigya,1958,,,
955,Pati Parmeshwar,1958,,,
956,Dulhan,1958,,,
957,Lala Rukh,1958,,,
958,Taxi 555,1958,,,
959,Naya Kadam,1958,,,
960,Naag Champa,1958,,,
961,Malik,1958,,,
962,Kabhi Andhera Kabhi Ujala,1958,,,
963,Chandan,1958,,,
964,Sitamgar,1958,,,
965,Jung Bahadur,1958,,,
966,Suhag,1958,,,
967,Gauri Shankar,1958,,,
968,Tessri Gali,1958,,,
969,Raj Sinhasan,1958,,,
970,Ten O'Clock,1958,,,
971,Mr. Q,1958,,,
972,Milan,1958,,,
973,Chaubees Ghante,1958,,,
974,Trolley Driver,1958,,,
975,Taxi Stand,1958,,,
976,Karigar,1958,,,
977,Gopichand,1958,,,
978,Ghar Grihasti,1958,,,
979,Sanskar,1958,,,
980,Harishchandra,1958,,,
981,Circus Sundari,1958,,,
982,Balyogi Upmanyu,1958,,,
983,Sachche Ka Bol Bala,1958,,,
984,Bhala Aadmi,1958,,,
985,Sun To Le Hasina,1958,,,
986,Neelofar,1958,,,
987,Naya Paisa,1958,,,
988,Farishta,1958,,,
989,Baghi Sipahi,1958,,,
990,Hathkadi,1958,,,
991,Kaagaz Ke Phool,1959,8.0,,1918.0
992,Anari,1959,7.9,,647.0
993,Dhool Ka Phool,1959,6.8,,141.0
994,Dil Deke Dekho,1959,7.0,,130.0
995,Navrang,1959,6.5,,129.0
996,Paigham,1959,6.8,,64.0
997,Do Ustad,1959,7.2,,58.0
998,Main Nashe Men Hoon,1959,6.7,,54.0
999,Love Marriage,1959,7.6,,51.0
1000,Ujala,1959,6.0,,46.0
1001,Kanhaiya,1959,6.5,,41.0
1002,Ardhangini,1959,6.0,,39.0
1003,Char Dil Char Rahen,1959,7.3,,38.0
1004,Chirag Kahan Roshni Kahan,1959,7.1,,36.0
1005,Chhoti Bahen,1959,6.2,,33.0
1006,Goonj Uthi Shehnai,1959,7.3,,33.0
1007,Insan Jaag Utha,1959,6.7,,33.0
1008,Aangan,1959,6.6,,31.0
1009,Didi,1959,7.7,,30.0
1010,Black Cat,1959,6.3,,26.0
1011,Satta Bazaar,1959,6.0,,21.0
1012,Mahishasura Mardini,1959,7.9,,19.0
1013,Madari,1959,4.9,,19.0
1014,Kavi Kalidas,1959,7.1,,17.0
1015,Kal Hamara Hai,1959,6.6,,16.0
1016,Kali Topi Lal Rumal,1959,5.7,,15.0
1017,Do Behnen,1959,5.4,,14.0
1018,Duniya Na Mane,1959,5.2,,13.0
1019,Chand,1959,6.3,,13.0
1020,Raj Tilak,1959,5.9,,13.0
1021,Chacha Zindabad,1959,7.2,,12.0
1022,Kangan,1959,6.2,,10.0
1023,Barkha,1959,5.0,,9.0
1024,Forty Days,1959,6.1,,9.0
1025,Samarat Prithviraj Chauvan,1959,6.2,,9.0
1026,Heera Moti,1959,5.7,,7.0
1027,Raat Ke Rahi,1959,6.1,,7.0
1028,Bedard Zamana Kya Jane,1959,5.9,,7.0
1029,Guest House,1959,6.3,,7.0
1030,Shararat,1959,6.3,,7.0
1031,Jawani Ki Hawa,1959,4.7,,6.0
1032,Fashionable Wife,1959,5.4,,5.0
1033,Miss Hunterwali,1959,,,
1034,Kaatil Kaun,1959,,,
1035,Saaz,1959,,,
1036,Smuggler,1959,,,
1037,Saaligirah,1959,,,
1038,Sawan,1959,,,
1039,Behram Daku,1959,,,
1040,Bhagwan Aur Shaitan,1959,,,
1041,Blackmailer,1959,,,
1042,Chabukwali,1959,,,
1043,Circus Queen,1959,,,
1044,Flying Rani,1959,,,
1045,Hazar Pariyan,1959,,,
1046,Hero No. 1,1959,,,
1047,Zimbo KI Beti,1959,,,
1048,Jungle Ki Duniya,1959,,,
1049,Minister,1959,,,
1050,Lal Nishan,1959,,,
1051,Nek Khatoon,1959,,,
1052,Police Station,1959,,,
1053,Scout Camp,1959,,,
1054,Sazish,1959,,,
1055,Tikadambaaz,1959,,,
1056,Tin Tin Tin,1959,,,
1057,Tipu Sultan,1959,,,
1058,Toofani Tirandaz,1959,,,
1059,Wrong Number,II) (1959,,,
1060,Kya Yeh Bombai Hai,1959,,,
1061,Jaalsaaz,1959,,,
1062,Do Gunde,1959,,,
1063,Naach Ghar,1959,,,
1064,Chand Ki Duniya,1959,,,
1065,Bhakt Pralhad,1959,,,
1066,Chini Jadugar,1959,,,
1067,Hunterwali,1959,,,
1068,Jungle King,1959,,,
1069,SATHI SUKANYA,1959,,,
1070,Swarg Se Sundar Desh Hamara,1959,,,
1071,Bank Manager,1959,,,
1072,Khoobsurat Dhokha,1959,,,
1073,Hum Bhi Insaan Hain,1959,,,
1074,Pakshiraj,1959,,,
1075,Dr. Z,1959,,,
1076,Charnon Ki Dasi,1959,,,
1077,Bhai-Bahen,1959,,,
1078,School Master,1959,,,
1079,Santan,1959,,,
1080,Circus ki Sundari,1959,,,
1081,Pyar Ki Rahen,1959,,,
1082,Maine Jeena Seekh Liya,1959,,,
1083,Gokul Ka Chor,1959,,,
1084,Sati Vaishalini,1959,,,
1085,Mr. John,1959,,,
1086,Mohar,1959,,,
1087,Grihalakshmi,1959,,,
1088,Pehli Raat,1959,,,
1089,Durga Mata,1959,,,
1090,Keechak Vadha,II) (1959,,,
1091,Baap Bete,1959,,,
1092,Amar Shaheed,1959,,,
1093,Chandrasena,1959,,,
1094,Saral Biswas,1959,,,
1095,O Tera Kya Kahna,1959,,,
1096,Commander,1959,,,
1097,Bus Conductor,1959,,,
1098,Ek Armaan Mera,1959,,,
1099,Pativrata,1959,,,
1100,Maa Ke Aansoo,1959,,,
1101,Deep Jalta Rahe,1959,,,
1102,Ghar Ghar Ki Baat,1959,,,
1103,C.I.D. Girl,1959,,,
1104,Nai Raahen,1959,,,
1105,Jagga Daku,1959,,,
1106,Naya Sansar,1959,,,
1107,Madam XYZ,1959,,,
1108,Rivers of Life,1959,,,
1109,Daaka,1959,,,
1110,Baazigar,1959,,,
1111,Zara Bachke,1959,,,
1112,Qaidi No. 911,1959,,,
1113,Madhu,1959,,,
1114,Jagir,1959,,,
1115,A Handful of Grain,1959,,,
1116,Chaudhvin Ka Chand,1960,7.2,,400.0
1117,Jis Desh Men Ganga Behti Hai,1960,7.4,,396.0
1118,Kanoon,1960,7.8,,346.0
1119,Sujata,1960,7.3,,291.0
1120,Kala Bazar,1960,7.4,,232.0
1121,Chhalia,1960,7.5,,184.0
1122,Anuradha,1960,6.6,,166.0
1123,Kohinoor,1960,6.7,,138.0
1124,Bombai Ka Babu,1960,7.0,,136.0
1125,Dil Apna Aur Preet Parai,1960,6.8,,121.0
1126,Barsaat Ki Raat,1960,6.9,,112.0
1127,Parakh,1960,6.9,,110.0
1128,Love in Simla,1960,7.1,,87.0
1129,Jaali Note,1960,7.4,,69.0
1130,Singapore,1960,6.1,,57.0
1131,Shriman Satyawadi,1960,6.9,,51.0
1132,Sri Venkateswara Mahathyam,1960,8.3,,49.0
1133,Hum Hindustani,1960,7.0,,49.0
1134,Manzil,I) (1960,7.2,,46.0
1135,Ek Phool Char Kaante,1960,6.7,,38.0
1136,Bewaqoof,1960,5.2,,36.0
1137,Dil Bhi Tera Hum Bhi Tere,1960,6.9,,30.0
1138,Angulimaal,1960,6.3,,28.0
1139,Apna Haath Jagannath,1960,6.9,,25.0
1140,Basant,1960,6.0,,25.0
1141,Ghunghat,1960,6.8,,25.0
1142,Usne Kaha Tha,1960,6.7,,23.0
1143,Sarhad,1960,7.3,,20.0
1144,Patang,1960,6.5,,19.0
1145,Ek Ke Baad Ek,1960,6.3,,19.0
1146,Kalpana,1960,6.9,,19.0
1147,Masoom,1960,7.0,,18.0
1148,Superman,1960,4.4,,16.0
1149,Babar,1960,6.8,,16.0
1150,Mehlon Ke Khwab,1960,7.0,,16.0
1151,Maa Baap,1960,6.7,,15.0
1152,College Girl,1960,5.7,,15.0
1153,Return of Mr. Superman,1960,3.2,,12.0
1154,Bindya,1960,5.8,,12.0
1155,Lal Quila,1960,6.3,,10.0
1156,Zameen Ke Tare,1960,6.4,,9.0
1157,Tu Nahin Aur Sahi,1960,5.4,,8.0
1158,Mud Mud Ke Na Dekh,1960,6.0,,7.0
1159,Kala Aadmi,1960,6.0,,7.0
1160,Aanchal,1960,5.2,,6.0
1161,Duniya Jhukti Hai,1960,4.0,,6.0
1162,Baraat,1960,5.2,,5.0
1163,Amar Prem,1960,6.6,,5.0
1164,Black Prince,1960,,,
1165,Kaale Gore,1960,,,
1166,Jitne Door Utne Paas,1960,,,
1167,Diler Hasina,1960,,,
1168,Sharabi Ki Ladki,1960,,,
1169,Zalim Jadugar,1960,,,
1170,Shravan Kumar,1960,,,
1171,Sharif Daku,1960,,,
1172,Black Rider,1960,,,
1173,Rikshawala,1960,,,
1174,Rangeela Raja,1960,,,
1175,Ramayan,1960,,,
1176,Phool Aur Kaliyan,1960,,,
1177,Pedro,1960,,,
1178,Nakhrewali,1960,,,
1179,Mukti,1960,,,
1180,Lambe Haath,1960,,,
1181,Lalach,1960,,,
1182,Lady of the Lake,1960,,,
1183,Jawahar,1960,,,
1184,Guru Bhakti,1960,,,
1185,Gun Fight,1960,,,
1186,Gentleman Daku,1960,,,
1187,Dekha Jayega,1960,,,
1188,Daku Bhupat,1960,,,
1189,Choron Ki Barat,1960,,,
1190,Captain India,1960,,,
1191,Bombay Central,1960,,,
1192,Black Tiger,1960,,,
1193,Bahadur Lutera,1960,,,
1194,Air Mail,1960,,,
1195,Bambai Ki Billi,1960,,,
1196,Nache Nagin Baje Been,1960,,,
1197,Trunk Call,1960,,,
1198,Shan-E-Hind,1960,,,
1199,Banjarin,1960,,,
1200,Sinhal Dweep Ki Sundari,1960,,,
1201,Dr. Shaitan,1960,,,
1202,Zalim Tera Jawab Nahin,1960,,,
1203,Veer Durgadas,1960,,,
1204,Ghar Ki Laaj,1960,,,
1205,Chandramukhi,1960,,,
1206,Do Dost,1960,,,
1207,Mitti Mein Sona,1960,,,
1208,Baghdad,1960,,,
1209,Apna Ghar,1960,,,
1210,Miya Bibi Razi,1960,,,
1211,Honeymoon,1960,,,
1212,Bhakt Raj,1960,,,
1213,Nai Maa,1960,,,
1214,Chhabili,1960,,,
1215,Mohabbat Ki Jeet,1960,,,
1216,Renukadevi Mahatyam,1960,,,
1217,Jo Huwa So Bhool Jao,1960,,,
1218,Mera Ghar Mere Bachche,1960,,,
1219,Maya Machhindra,1960,,,
1220,Hanuman Pathal Vijayam,1960,,,
1221,Bade Ghar Ki Bahu,1960,,,
1222,Miss Goodnight,1960,,,
1223,Gambler,1960,,,
1224,Do Aadmi,1960,,,
1225,Teer Aur Talwar,1960,,,
1226,Qatil,1960,,,
1227,Delhi Junction,1960,,,
1228,Road No. 303,1960,,,
1229,Abdulla,1960,,,
1230,Chand Mere Aja,1960,,,
1231,Zimbo Shaher Mein,1960,,,
1232,Police Detective,1960,,,
1233,Girl Friend,1960,,,
1234,Aai Phirse Bahar,1960,,,
1235,Barood,1960,,,
1236,Bahaana,1960,,,
1237,Jhumroo,1961,7.0,,534.0
1238,Gunga Jumna,1961,7.7,,486.0
1239,Junglee,1961,7.2,,435.0
1240,Hum Dono,1961,7.5,,369.0
1241,Kabuliwala,1961,7.9,,300.0
1242,Jab Pyar Kisise Hota Hai,1961,6.8,,111.0
1243,Dharmputra,1961,7.1,,67.0
1244,Maya,1961,7.5,,51.0
1245,Gharana,1961,7.2,,48.0
1246,Shola Aur Shabnam,1961,7.5,,45.0
1247,Sampoorna Ramayana,1961,7.3,,44.0
1248,Boy Friend,1961,7.3,,41.0
1249,Nazrana,1961,7.1,,39.0
1250,Chhaya,1961,7.1,,39.0
1251,Sasural,1961,6.4,,36.0
1252,Mr. India,1961,6.8,,32.0
1253,Aas Ka Panchhi,1961,6.9,,32.0
1254,Zindagi Aur Khwab,1961,6.8,,31.0
1255,Pyaar Ka Saagar,1961,6.5,,31.0
1256,Roop Ki Rani Choron Ka Raja,1961,6.6,,31.0
1257,Bhabhi Ki Chudiyan,1961,5.2,,30.0
1258,Mem-Didi,1961,7.2,,29.0
1259,Ram Lila,1961,6.0,,28.0
1260,Passport,1961,6.8,,26.0
1261,Chhote Nawab,1961,5.5,,24.0
1262,Char Diwari,1961,6.5,,18.0
1263,Stree,1961,7.5,,18.0
1264,Razia Sultana,1961,6.5,,16.0
1265,Opera House,1961,4.8,,16.0
1266,Sanjog,1961,5.7,,16.0
1267,Amar Rahe Ye Pyar,1961,6.5,,15.0
1268,Saranga,1961,7.0,,14.0
1269,Chatrapati Shivaji Maharaj,1961,6.2,,13.0
1270,Batwara,1961,6.2,,12.0
1271,Warrant,1961,4.7,,12.0
1272,Pyar Ki Pyas,1961,6.2,,12.0
1273,Jai Chitod,1961,7.0,,11.0
1274,Krorepati,1961,5.8,,10.0
1275,Shama,1961,6.8,,10.0
1276,Tel Malish Boot Polish,1961,6.6,,9.0
1277,Hamari Yaad Aayegi,1961,6.8,,8.0
1278,Bhaiyya,1961,7.4,,8.0
1279,Reshmi Rumal,1961,4.6,,8.0
1280,Payaase Panchhi,1961,6.5,,8.0
1281,Kanch Ki Gudiya,1961,4.7,,7.0
1282,Modern Girl,1961,4.5,,6.0
1283,Suhag Sindoor,1961,5.0,,6.0
1284,Piya Milan Ki Aas,1961,6.2,,5.0
1285,Bada Aadmi,1961,6.2,,5.0
1286,Gypsy Girl,1961,,,
1287,Yeh Basti Yeh Log,1961,,,
1288,Room No.17,1961,,,
1289,Howrah Express,1961,,,
1290,Shahi Farman,1961,,,
1291,State Express,1961,,,
1292,Night Bird,1961,,,
1293,Ek Ladki Saat Ladke,1961,,,
1294,Diamond King,1961,,,
1295,Dekhi Teri Bambai,1961,,,
1296,Daku Mansoor,1961,,,
1297,Arab Ka Sitara,1961,,,
1298,Anarbala,1961,,,
1299,Aflatoon,1961,,,
1300,Flight to Assam,1961,,,
1301,Madan Manjari,1961,,,
1302,Aplam Chaplam,1961,,,
1303,Sara Jahan Hamara,1961,,,
1304,Miss Chalbaaz,1961,,,
1305,Elephant Queen,1961,,,
1306,Lucky Number,1961,,,
1307,Ramu Dada,1961,,,
1308,Kismet Palat Ke Dekh,1961,,,
1309,Hurricane Express,1961,,,
1310,Black Shadow,1961,,,
1311,Murad,1961,,,
1312,Bagh Dad,1961,,,
1313,Dark Street,1961,,,
1314,Amrit Manthan,1961,,,
1315,Sapera,1961,,,
1316,Apsara,1961,,,
1317,Hum Matwale Naujawan,1961,,,
1318,Pyaar Ki Dastan,1961,,,
1319,Flat No. 9,1961,,,
1320,Matlabi Duniya,1961,,,
1321,Jadoo Nagri,1961,,,
1322,Bhakta Kuchela,1961,,,
1323,Savitri,1961,,,
1324,Mera Suhaag,1961,,,
1325,Senapati,1961,,,
1326,Sapne Suhane,1961,,,
1327,Salaam Memsaab,1961,,,
1328,Tanhai,1961,,,
1329,Zamana Badal Gaya,1961,,,
1330,Main Aur Mera Bhai,1961,,,
1331,Jai Bhawani,1961,,,
1332,Teen Ustad,1961,,,
1333,Shola Jo Bhadke,1961,,,
1334,Do Bhai,1961,,,
1335,Wanted,1961,,,
1336,Oomar Qaid,1961,,,
1337,Saugandh,1961,,,
1338,Saaya,1961,,,
1339,Khiladi,1961,,,
1340,Sahib Bibi Aur Ghulam,1962,8.3,,1410.0
1341,Half Ticket,1962,7.4,,442.0
1342,Naughty Boy,1962,5.5,,349.0
1343,Bees Saal Baad,1962,7.1,,314.0
1344,Asli-Naqli,1962,7.5,,237.0
1345,Professor,1962,7.0,,210.0
1346,China Town,1962,6.9,,177.0
1347,Baat Ek Raat Ki,1962,6.9,,111.0
1348,Anpadh,1962,6.8,,100.0
1349,Dil Tera Diwana,1962,7.1,,76.0
1350,Hariyali Aur Rasta,1962,6.9,,63.0
1351,Aarti,1962,7.1,,59.0
1352,Prem Patra,1962,7.5,,58.0
1353,Aashiq,1962,6.7,,55.0
1354,Son of India,1962,5.8,,49.0
1355,Ek Musafir Ek Hasina,1962,6.6,,46.0
1356,Rakhi,1962,6.4,,40.0
1357,Main Chup Rahungi,1962,7.4,,40.0
1358,King Kong,1962,6.3,,39.0
1359,Man-Mauji,1962,7.1,,36.0
1360,Tower House,1962,5.2,,26.0
1361,Shaadi,1962,7.2,,25.0
1362,Vallah Kya Baat Hai,1962,6.6,,24.0
1363,Banarasi Thug,1962,6.2,,21.0
1364,Dr. Vidya,1962,6.5,,19.0
1365,Mehndi Lagi Mere Haath,1962,5.3,,18.0
1366,Zabak,1962,5.9,,17.0
1367,Bombay Ka Chor,1962,7.1,,16.0
1368,Ma Beta,1962,5.0,,15.0
1369,Rungoli,1962,6.5,,14.0
1370,Sangeet Samrat Tansen,1962,6.8,,12.0
1371,Soorat Aur Seerat,1962,7.3,,12.0
1372,Reporter Raju,1962,5.3,,9.0
1373,Girls' Hostel,1962,4.4,,9.0
1374,Burmah Road,1962,6.1,,8.0
1375,Sautela Bhai,1962,6.6,,8.0
1376,Jhoola,1962,5.2,,8.0
1377,Shree Ganesh,1962,7.4,,7.0
1378,Naqli Nawab,1962,5.9,,7.0
1379,Main Shadi Karne Chala,1962,6.6,,7.0
1380,Neeli Aankhen,1962,5.8,,6.0
1381,Isi Ka Naam Duniya Hai,1962,6.7,,6.0
1382,Umeed,1962,4.8,,6.0
1383,Gyara Hazar Ladkian,1962,5.8,,6.0
1384,Apna Banake Dekho,1962,5.6,,5.0
1385,Ankh Micholi,1962,5.2,,5.0
1386,Balidan,1962,,,
1387,Mohabbat Zindabad,1962,,,
1388,Fakiron Ki Basti,1962,,,
1389,Kala Samundar,1962,,,
1390,Dilli Ka Dada,1962,,,
1391,Gangu,1962,,,
1392,Jai Ho Mohabbat Ki,1962,,,
1393,Hamen Khelne Do,1962,,,
1394,Madam Zapatta,1962,,,
1395,Mall Road,1962,,,
1396,Manchali,1962,,,
1397,Tarzan the Storm,1962,,,
1398,Tilasmi Duniya,1962,,,
1399,Sakhi Robin,1962,,,
1400,Rashtraveer Shivaji,1962,,,
1401,Rang Raliyan,1962,,,
1402,Raj Nandini,1962,,,
1403,Pyar Ki Jeet,1962,,,
1404,Private Detective,1962,,,
1405,Pick Pocket,1962,,,
1406,Nadira,1962,,,
1407,Durga Pooja,1962,,,
1408,Deccan Queen,1962,,,
1409,Baje Ghungroo,1962,,,
1410,Banke Sanwaria,1962,,,
1411,Kala Chashma,1962,,,
1412,Sachche Moti,1962,,,
1413,Jadoo Mahal,1962,,,
1414,Madam Zorro,1962,,,
1415,Hong Kong,1962,,,
1416,Hamen Bhi Jeene Do,1962,,,
1417,Return of Superman,1962,,,
1418,Shiv Parvati,1962,,,
1419,Raaz Ki Baat,1962,,,
1420,Hawa Mahal,1962,,,
1421,Zindagi Aur Hum,1962,,,
1422,Naag Devata,1962,,,
1423,Bijli Chamke Jamna Paar,1962,,,
1424,Bezubaan,1962,,,
1425,Aalha Udal,1962,,,
1426,Private Secretary,1962,,,
1427,Mahavat,1962,,,
1428,Meri Bahen,1962,,,
1429,Sher Khan,1962,,,
1430,Shree Rama Pattabhishekam,1962,,,
1431,Maya Jaal,1962,,,
1432,Raju Aur Gangaram,1962,,,
1433,Rooplekha,1962,,,
1434,Kailashpati,1962,,,
1435,Pathan,1962,,,
1436,Jadugar Daku,1962,,,
1437,Rocket Girl,1962,,,
1438,Baghdad Ki Raaten,1962,,,
1439,Bandini,1963,7.7,,721.0
1440,Tere Ghar Ke Samne,1963,7.5,,366.0
1441,Mere Mehboob,1963,6.9,,177.0
1442,Dil Ek Mandir,1963,6.7,,123.0
1443,Gumrah,1963,7.0,,119.0
1444,Dil Hi To Hai,1963,7.2,,108.0
1445,Bluff Master,1963,6.4,,96.0
1446,Phir Wohi Dil Laya Hoon,1963,6.9,,70.0
1447,Mujhe Jeene Do,1963,7.5,,64.0
1448,Bhootnath,1963,6.5,,60.0
1449,Godaan,1963,6.8,,55.0
1450,Meri Surat Teri Ankhen,1963,7.8,,50.0
1451,Kinare Kinare,1963,6.7,,46.0
1452,Yeh Rastey Hain Pyar Ke,1963,6.0,,44.0
1453,Ek Dil Sao Afsane,1963,6.2,,43.0
1454,Parasmani,1963,6.5,,40.0
1455,Shikari,1963,5.8,,40.0
1456,Aaj Aur Kal,1963,6.6,,38.0
1457,Sehra,1963,6.1,,37.0
1458,Ustadon Ke Ustad,1963,7.3,,32.0
1459,Grahasti,1963,7.0,,30.0
1460,Hamrahi,1963,6.3,,29.0
1461,Ek Raaz,1963,6.9,,29.0
1462,Bin Badal Barsaat,1963,5.7,,28.0
1463,Pyaar Kiya To Darna Kya,1963,6.6,,27.0
1464,Gehra Daag,1963,7.2,,27.0
1465,Kahin Pyaar Na Ho Jaaye,1963,7.5,,24.0
1466,Begaana,1963,6.6,,22.0
1467,Akeli Mat Jaiyo,1963,6.5,,22.0
1468,Bharosa,1963,5.6,,20.0
1469,Faulad,1963,6.1,,19.0
1470,Nartakee,1963,7.1,,18.0
1471,Jab Se Tumhe Dekha Hai,1963,5.8,,17.0
1472,Ghar Basake Dekho,1963,5.8,,16.0
1473,Shaheed Bhagat Singh,1963,6.4,,15.0
1474,Holiday in Bombay,1963,5.3,,15.0
1475,Harishchandra Taramati,1963,6.4,,14.0
1476,Yeh Dil Kisko Doon,1963,4.6,,13.0
1477,Phool Bane Angaare,1963,6.0,,13.0
1478,Shehar Aur Sapna,1963,6.5,,13.0
1479,Cobra Girl,1963,5.6,,10.0
1480,Kan Kan Men Bhagwan,1963,5.6,,9.0
1481,Laagi Nahin Chhute Ram,1963,6.3,,9.0
1482,Pyar Ka Bandhan,1963,4.6,,8.0
1483,Kabli Khan,1963,4.8,,8.0
1484,Kaun Apna Kaun Paraya,1963,4.4,,7.0
1485,Rustom-E-Baghdad,1963,5.8,,6.0
1486,Sunheri Nagin,1963,6.2,,5.0
1487,Naag Jyoti,1963,,,
